Trials,Switch_Win_Percentage,Stay_Win_Percentage
1023,67.2531769,34.5063539
1024,65.7226563,29.8828125
1025,64.8780488,32.097561
1026,67.8362573,32.3586745
1027,67.1859786,31.4508277
1028,67.2178988,33.2684825
1029,68.2215743,31.6812439
1030,65.7281553,31.5533981
1031,63.3365664,30.8438409
1032,67.248062,33.9147287
1033,67.1829622,32.2362052
1034,64.1199226,34.4294004
1035,65.7971014,34.7826087
1036,67.3745174,32.4324324
1037,68.659595,36.4513018
1038,67.0520231,34.77842
1039,66.6025024,32.2425409
1040,67.4038462,35
1041,68.0115274,34.4860711
1042,64.0115163,35.1247601
1043,69.2233941,36.0498562
1044,70.6896552,32.3754789
1045,66.4114833,34.6411483
1046,65.1051625,32.9827916
1047,66.8576886,32.9512894
1048,64.0267176,31.870229
1049,68.4461392,33.6510963
1050,66.3809524,32.4761905
1051,65.3663178,34.8239772
1052,67.5855513,36.5019011
1053,67.6163343,34.3779677
1054,66.5085389,33.2068311
1055,64.8341232,34.5971564
1056,66.6666667,33.1439394
1057,64.8060549,31.3150426
1058,66.3516068,34.8771267
1059,66.2889518,33.427762
1060,66.3207547,33.5849057
1061,66.5409991,31.3854854
1062,67.1374765,34.5574388
1063,69.7083725,32.3612418
1064,66.1654135,31.4849624
1065,65.0704225,32.2065728
1066,66.9793621,34.6153846
1067,66.3542643,31.8650422
1068,65.4494382,32.2097378
1069,68.3816651,33.3021515
1070,65.6074766,35.9813084
1071,63.3053221,34.5471522
1072,68.1902985,35.0746269
1073,66.6356011,30.4753029
1074,66.6666667,32.9608939
1075,66.2325581,33.7674419
1076,64.1263941,32.8996283
1077,67.0380687,31.8477252
1078,64.8423006,31.6326531
1079,66.0797034,32.9008341
1080,68.0555556,33.1481481
1081,68.4551341,33.3950046
1082,66.0813309,35.5822551
1083,65.9279778,33.1486611
1084,68.3579336,33.302583
1085,65.1612903,32.3502304
1086,65.4696133,33.0570902
1087,65.225391,33.5786569
1088,64.5220588,33.2720588
1089,68.4113866,31.6804408
1090,64.1284404,32.0183486
1091,66.8194317,35.472044
1092,66.9413919,33.3333333
1093,65.3247941,33.1198536
1094,67.9159049,32.1755027
1095,68.1278539,33.1506849
1096,66.6058394,30.8394161
1097,67.3655424,33.1814038
1098,66.2112933,33.8797814
1099,66.2420382,33.4849864
1100,69.0909091,34.5454545
1101,66.7574932,31.6076294
1102,64.7912886,33.6660617
1103,62.5566636,33.9075249
1104,67.1195652,34.8731884
1105,67.0588235,32.39819
1106,65.0994575,32.9113924
1107,66.3053297,34.0560072
1108,68.0505415,31.1371841
1109,67.6284941,36.6095582
1110,64.954955,33.7837838
1111,67.7767777,33.3933393
1112,67.8057554,32.0143885
1113,66.5768194,30.9074573
1114,66.7863555,32.7648115
1115,67.5336323,31.0313901
1116,68.1003584,37.0071685
1117,67.5917637,35.6311549
1118,66.726297,30.7692308
1119,64.5218945,34.4057194
1120,68.3035714,34.8214286
1121,68.867083,32.2925959
1122,64.6167558,33.5115865
1123,65.5387355,33.2146037
1124,65.1245552,33.1850534
1125,64.5333333,31.2
1126,65.9857904,33.0373002
1127,65.3948536,32.6530612
1128,66.4893617,31.8262411
1129,67.7590788,32.683791
1130,63.8053097,34.8672566
1131,67.285588,33.510168
1132,65.2826855,29.8586572
1133,66.2842012,34.6866726
1134,66.5784832,32.5396825
1135,65.9911894,31.7180617
1136,67.5176056,34.5950704
1137,65.0835532,31.4863676
1138,66.5202109,30.6678383
1139,67.0763828,33.5381914
1140,65.3508772,32.3684211
1141,67.3093777,33.5670465
1142,65.323993,30.5604203
1143,66.6666667,33.2458443
1144,65.9965035,34.8776224
1145,62.8820961,32.489083
1146,68.4118674,34.4677138
1147,66.5213601,35.483871
1148,67.4216028,31.184669
1149,67.0147955,32.7241079
1150,67.0434783,29.826087
1151,65.3344917,32.14596
1152,65.625,33.8541667
1153,65.5680833,34.8655681
1154,66.8110919,31.1958406
1155,66.3203463,32.5541126
1156,67.4740484,32.266436
1157,66.119274,30.8556612
1158,66.3212435,34.283247
1159,66.7817084,35.0301984
1160,67.3275862,32.6724138
1161,67.0111972,32.8165375
1162,66.4371773,31.8416523
1163,65.3482373,33.9638865
1164,66.3230241,34.5360825
1165,66.4377682,33.7339056
1166,65.8662093,33.3619211
1167,67.5235647,32.8191945
1168,65.1541096,33.3047945
1169,68.6911891,32.4208725
1170,70.4273504,31.7948718
1171,68.9154569,31.1699402
1172,65.5290102,32.5938567
1173,65.3026428,35.0383632
1174,68.1431005,32.6235094
1175,66.5531915,32.3404255
1176,66.9217687,30.952381
1177,67.2897196,34.2395922
1178,66.7232598,33.7860781
1179,65.9033079,33.9270568
1180,65.5084746,32.3728814
1181,65.4530059,34.6316681
1182,67.7664975,33.248731
1183,66.1876585,34.1504649
1184,67.4831081,33.1925676
1185,66.5822785,31.8987342
1186,65.4300169,32.8836425
1187,66.3016007,34.5408593
1188,68.013468,33.3333333
1189,67.7039529,32.1278385
1190,65.7142857,32.3529412
1191,65.4911839,34.0050378
1192,64.4295302,31.9630872
1193,67.225482,32.774518
1194,66.9179229,32.8308208
1195,67.3640167,32.8033473
1196,67.8093645,32.8595318
1197,66.4995823,33.5004177
1198,66.7779633,33.639399
1199,67.9733111,32.6939116
1200,67.5833333,32.9166667
1201,67.4437968,35.6369692
1202,64.1430948,33.2778702
1203,68.3291771,33.1670823
1204,66.4451827,31.9767442
1205,66.473029,34.6058091
1206,66.9983416,34.6600332
1207,65.948633,31.8972659
1208,66.5562914,33.692053
1209,67.1629446,32.4234905
1210,65.8677686,35.0413223
1211,65.5656482,32.0396367
1212,66.9966997,32.9207921
1213,67.9307502,32.8936521
1214,67.1334432,32.7018122
1215,65.7613169,33.1687243
1216,66.0361842,32.5657895
1217,64.4207067,34.4289236
1218,69.1297209,33.1691297
1219,66.4479081,32.5676784
1220,66.6393443,31.4754098
1221,65.8476658,31.3677314
1222,64.811784,30.9328969
1223,65.0040883,33.4423549
1224,63.7254902,35.5392157
1225,67.3469388,31.5102041
1226,66.3947798,33.1973899
1227,66.3406683,32.8443358
1228,67.2638436,33.1433225
1229,67.453214,33.6045566
1230,67.4796748,33.3333333
1231,67.7497969,36.474411
1232,67.3701299,32.0616883
1233,66.2611517,35.6042174
1234,67.26094,33.1442464
1235,65.0202429,31.8218623
1236,67.5566343,30.1779935
1237,66.2085691,32.9021827
1238,68.2552504,33.1179321
1239,65.2945924,35.5932203
1240,68.7903226,31.6935484
1241,65.914585,35.1329573
1242,67.2302738,33.5748792
1243,65.7280772,34.8350764
1244,65.2733119,32.9581994
1245,65.3012048,33.1726908
1246,65.8908507,32.8250401
1247,66.319166,32.7987169
1248,67.7884615,34.0544872
1249,66.4531625,33.5468375
1250,66.4,34.24
1251,65.4676259,34.6922462
1252,66.6134185,33.5463259
1253,65.7621708,33.7589785
1254,68.8197767,30.0637959
1255,67.7290837,35.059761
1256,66.1624204,35.111465
1257,67.2235481,33.2537788
1258,67.1701113,33.3863275
1259,66.7990469,34.5512311
1260,69.2857143,32.3809524
1261,67.4861221,32.1966693
1262,64.4215531,32.8050713
1263,65.2414885,35.6294537
1264,65.9810127,34.414557
1265,65.4545455,31.7786561
1266,66.6666667,35.3870458
1267,64.4830308,32.2020521
1268,64.9842271,35.3312303
1269,68.8731284,33.1757289
1270,66.3779528,32.9133858
1271,65.1455547,35.1691581
1272,66.3522013,31.7610063
1273,65.2788688,34.7211312
1274,66.2480377,32.8100471
1275,65.4901961,33.8039216
1276,65.9090909,32.2100313
1277,65.4659358,33.2028191
1278,65.4147105,32.942097
1279,66.2236122,33.0727131
1280,68.59375,33.203125
1281,65.8079625,33.1772053
1282,66.6146646,34.9453978
1283,68.12159,34.060795
1284,66.5109034,31.6978193
1285,66.459144,34.2412451
1286,64.8522551,31.1041991
1287,67.5990676,32.7117327
1288,67.0031056,34.4720497
1289,67.7269201,34.678045
1290,67.1317829,32.0155039
1291,66.3051898,33.9271882
1292,67.9566563,32.1981424
1293,68.1361176,33.3333333
1294,68.0834621,34.5440495
1295,67.6447876,33.8223938
1296,62.5771605,34.1049383
1297,67.617579,34.464148
1298,63.7134052,32.5885978
1299,66.5896844,31.8706697
1300,67.6923077,32.0769231
1301,65.7186779,32.1291314
1302,67.3579109,33.640553
1303,66.3852648,35.6868764
1304,65.2607362,32.2852761
1305,65.9770115,31.7241379
1306,66.6921899,31.9295559
1307,67.7123183,32.8997705
1308,69.5718654,35.8562691
1309,64.0947288,31.4744079
1310,67.8625954,33.2061069
1311,65.2173913,35.0114416
1312,65.0914634,33.6128049
1313,68.3168317,29.9314547
1314,68.0365297,32.4200913
1315,67.4524715,33.0798479
1316,66.337386,33.4346505
1317,67.8056188,35.3834472
1318,65.7056146,34.0667678
1319,66.944655,33.58605
1320,67.5,32.0454545
1321,66.0862983,32.5510977
1322,67.9273828,36.1573374
1323,65.9863946,33.7868481
1324,65.7099698,32.4018127
1325,66.5660377,34.2641509
1326,70.0603318,34.1628959
1327,67.6714393,33.0067822
1328,66.4909639,34.7138554
1329,66.2151994,35.4401806
1330,67.3684211,32.406015
1331,69.3463561,34.109692
1332,65.7657658,32.1321321
1333,64.8912228,33.3083271
1334,67.0164918,34.8575712
1335,68.6891386,33.7827715
1336,66.6167665,33.4580838
1337,67.0905011,33.2086761
1338,67.0403587,32.4364723
1339,68.0358476,33.0843913
1340,65.8208955,33.2835821
1341,66.8158091,32.0656227
1342,66.8405365,33.7555887
1343,67.9076694,33.0603127
1344,68.0059524,32.514881
1345,65.8736059,32.267658
1346,65.3046062,33.4323923
1347,68.4484039,33.5560505
1348,65.4302671,32.0474777
1349,68.1986657,33.9510749
1350,67.4074074,34.6666667
1351,66.2472243,31.3101406
1352,65.6065089,32.6183432
1353,66.2971175,34.6637103
1354,65.7311669,31.0192024
1355,65.2398524,33.7269373
1356,65.560472,33.3333333
1357,66.1016949,33.3824613
1358,64.9484536,35.1988218
1359,66.2987491,33.1125828
1360,66.6176471,32.8676471
1361,66.862601,35.6355621
1362,66.2995595,32.9662261
1363,67.5715334,33.8224505
1364,65.6158358,33.3577713
1365,65.4945055,33.4065934
1366,66.8374817,33.3821376
1367,66.2765179,33.3577176
1368,65.497076,35.5263158
1369,66.1796932,33.7472608
1370,65.1094891,34.3065693
1371,64.6243618,31.5827863
1372,66.3994169,33.1632653
1373,67.5892207,32.4836125
1374,66.4483261,32.1688501
1375,66.1818182,32.1454545
1376,65.9883721,34.375
1377,66.7392883,34.422658
1378,66.1103048,35.1959361
1379,65.5547498,33.5750544
1380,66.7391304,36.884058
1381,67.7045619,31.1368573
1382,65.1230101,31.4761216
1383,68.329718,32.537961
1384,64.5231214,33.8872832
1385,67.6534296,36.0288809
1386,66.7388167,33.6219336
1387,64.2393655,33.741889
1388,68.443804,34.5821326
1389,69.0424766,33.7652988
1390,65.2517986,30.9352518
1391,67.2178289,31.6319195
1392,67.0977011,33.9798851
1393,67.4802584,34.4580043
1394,64.7058824,32.2812052
1395,66.0215054,33.3333333
1396,66.3323782,35.8882521
1397,67.3586256,33.1424481
1398,64.9499285,32.7610873
1399,68.263045,33.2380272
1400,67.6428571,32.1428571
1401,65.4532477,32.3340471
1402,65.9058488,32.3109843
1403,66.1439772,33.2858161
1404,67.5925926,32.5498575
1405,66.1209964,32.9537367
1406,65.1493599,32.4324324
1407,66.098081,34.8969439
1408,66.2642045,35.2272727
1409,65.7203691,34.2796309
1410,66.7375887,35.106383
1411,66.832034,33.4514529
1412,65.7223796,31.0906516
1413,67.4451522,35.2441614
1414,67.4681754,33.4512023
1415,67.1378092,32.5795053
1416,64.1949153,31.920904
1417,66.1961891,34.7212421
1418,65.6558533,35.2609309
1419,67.7237491,31.7124736
1420,65.7746479,35
1421,65.9394792,32.9345531
1422,65.6821378,32.7707454
1423,67.1820098,32.8882642
1424,65.3792135,33.5674157
1425,67.5087719,31.6491228
1426,67.1809257,32.6086957
1427,67.9747722,32.5157673
1428,64.9859944,31.9327731
1429,67.8796361,33.379986
1430,65.5944056,32.3076923
1431,66.8763103,31.5863033
1432,67.0391061,32.4022346
1433,64.200977,32.9378925
1434,66.8061367,34.0306834
1435,66.2020906,31.9860627
1436,67.3398329,33.6350975
1437,65.7620042,32.4286708
1438,67.4547983,33.240612
1439,66.8519805,32.4530924
1440,66.5277778,33.1944444
1441,65.7876475,32.8244275
1442,67.4757282,31.8307906
1443,66.8745669,36.3825364
1444,65.3047091,34.4182825
1445,66.5743945,34.532872
1446,67.2890733,30.8437068
1447,64.6855563,31.9972357
1448,66.160221,31.1464088
1449,67.1497585,36.1628709
1450,65.1034483,35.3103448
1451,66.850448,33.287388
1452,67.9063361,35.0550964
1453,64.6937371,35.7192017
1454,65.8184319,34.1127923
1455,65.4982818,32.6460481
1456,66.5521978,33.9972527
1457,65.6142759,33.8366507
1458,65.4320988,33.1961591
1459,66.3468129,32.6250857
1460,65.7534247,33.5616438
1461,65.7768652,35.6605065
1462,69.0150479,34.9521204
1463,66.9172932,33.6978811
1464,68.647541,30.8060109
1465,69.3515358,33.3788396
1466,66.9849932,33.9699864
1467,65.9168371,31.4246762
1468,65.8719346,33.7874659
1469,65.8270933,31.6541865
1470,66.6666667,33.2653061
1471,66.3494222,34.6023114
1472,66.1684783,34.375
1473,66.802444,34.6911066
1474,67.7747626,34.5997286
1475,66.7118644,35.5932203
1476,67.4119241,34.2140921
1477,66.6215301,33.5138795
1478,66.1705007,31.8673884
1479,66.6666667,32.183908
1480,65.6081081,32.6351351
1481,66.5091155,33.9635381
1482,66.1268556,31.5789474
1483,65.4079568,33.513149
1484,67.115903,34.9056604
1485,66.1279461,34.4107744
1486,67.0928668,32.705249
1487,67.1149966,33.2212508
1488,66.8010753,32.9301075
1489,68.0993956,34.6541303
1490,68.3221477,31.8791946
1491,67.6727029,34.674715
1492,68.0965147,36.1930295
1493,67.1801741,32.5519089
1494,66.5997323,35.1405622
1495,68.5618729,33.5117057
1496,68.2486631,31.4171123
1497,68.5370741,32.5317301
1498,65.3538051,31.975968
1499,67.5783856,33.3555704
1500,66.7333333,31.8
1501,66.2891406,32.2451699
1502,64.1810919,33.8881491
1503,64.5375915,36.3273453
1504,65.8909574,35.1728723
1505,66.6445183,31.9601329
1506,67.4634794,34.5285525
1507,68.0159257,33.5766423
1508,66.7108753,34.4164456
1509,66.4678595,33.9960239
1510,68.410596,33.7748344
1511,65.3871608,36.2673726
1512,64.2195767,33.7962963
1513,67.3496365,31.5928619
1514,65.323646,34.8745046
1515,63.960396,34.1914191
1516,65.6332454,35.1583113
1517,66.5128543,35.464733
1518,67.4571805,34.1897233
1519,64.7794602,33.9038841
1520,66.7105263,31.5789474
1521,66.7981591,31.0979619
1522,67.4113009,31.6031537
1523,65.528562,34.1431385
1524,67.9790026,35.6955381
1525,65.5737705,32.3278689
1526,64.5478375,33.9449541
1527,66.4047151,34.2501637
1528,65.7722513,33.0497382
1529,66.1870504,32.7665141
1530,65.620915,31.5686275
1531,64.3370346,33.5075114
1532,65.2741514,36.0313316
1533,65.1011089,32.8114808
1534,67.4706649,33.8983051
1535,67.3615635,34.0065147
1536,66.1458333,34.0494792
1537,67.013663,34.7430059
1538,66.2548765,36.4109233
1539,64.3924626,33.0734243
1540,65.2597403,33.8311688
1541,68.5269306,34.523037
1542,67.7042802,36.0570687
1543,66.6882696,34.5430979
1544,66.5803109,36.0751295
1545,66.9255663,32.815534
1546,65.4592497,32.923674
1547,67.291532,32.8377505
1548,69.1860465,34.754522
1549,66.1071659,32.9890252
1550,65.1612903,34.9032258
1551,66.6666667,32.7530625
1552,65.7860825,32.2164948
1553,66.1944623,34.5138442
1554,69.047619,32.3037323
1555,66.3022508,34.2122186
1556,66.8380463,32.840617
1557,68.0154143,33.4617855
1558,67.1373556,32.5417202
1559,67.6715843,30.1475305
1560,67.5,32.8205128
1561,69.3786035,32.9276105
1562,67.1574904,35.2112676
1563,66.4107486,31.7338452
1564,68.3503836,33.2480818
1565,66.9009585,34.313099
1566,65.7726692,31.8646232
1567,66.6241225,33.6311423
1568,65.2423469,33.2270408
1569,65.8381134,32.9509242
1570,67.5796178,32.3566879
1571,67.0273711,32.5270528
1572,66.0941476,31.3613232
1573,64.144946,32.9942784
1574,68.1067344,35.3875476
1575,67.1746032,33.6507937
1576,67.0685279,31.6624365
1577,64.1090679,32.9105897
1578,67.3003802,34.6007605
1579,65.5478151,31.6022799
1580,65.6962025,33.4810127
1581,67.1094244,33.7760911
1582,65.4235145,32.4273072
1583,68.414403,31.5224258
1584,66.9191919,35.7954545
1585,69.0851735,32.9968454
1586,65.9520807,33.5435057
1587,65.5954631,32.4511657
1588,67.0654912,32.9974811
1589,66.7086218,34.1724355
1590,66.0377358,32.5157233
1591,67.3161534,32.9352608
1592,68.6557789,31.4070352
1593,68.0477087,33.2077841
1594,65.7465496,32.1204517
1595,69.4670846,34.1065831
1596,65.4135338,34.5864662
1597,66.2492173,34.5021916
1598,65.7071339,31.3516896
1599,66.6041276,32.8955597
1600,63.75,34.125
1601,67.4578389,33.4790756
1602,67.6029963,33.6454432
1603,68.3718029,33.8116032
1604,66.2718204,33.1670823
1605,64.9221184,33.7071651
1606,65.3175592,34.6824408
1607,66.8948351,34.7230865
1608,64.4278607,33.8308458
1609,65.9415786,34.4934742
1610,67.6397516,33.7888199
1611,66.7908132,32.7746741
1612,67.369727,33.6848635
1613,66.2740236,34.5939244
1614,66.976456,35.377943
1615,65.2631579,35.7894737
1616,66.0891089,34.1584158
1617,63.6982066,32.9004329
1618,66.0692213,33.3127318
1619,65.6578135,33.7862878
1620,66.2962963,33.7037037
1621,66.0086366,34.0530537
1622,66.0295931,33.9087546
1623,68.0837954,34.1959335
1624,67.3029557,35.0985222
1625,68.9230769,34.2153846
1626,65.498155,33.5178352
1627,67.117394,33.1284573
1628,66.5847666,34.5208845
1629,65.8072437,34.4383057
1630,66.809816,33.8650307
1631,66.2783568,33.2311465
1632,66.0539216,32.2303922
1633,68.5241886,33.190447
1634,68.9106487,33.6597307
1635,66.7889908,33.2721713
1636,66.5647922,33.7408313
1637,68.2956628,33.7202199
1638,64.957265,33.6385836
1639,66.442953,35.0213545
1640,65.9146341,32.5
1641,67.0322974,31.1395491
1642,66.3824604,33.0694275
1643,65.6725502,34.2665855
1644,68.9172749,33.6982968
1645,67.7203647,33.6778116
1646,66.0996355,32.8675577
1647,65.6952034,34.3047966
1648,66.2621359,32.8883495
1649,67.6167374,34.4451183
1650,66.5454545,34.3030303
1651,65.8994549,34.8273773
1652,66.8280872,33.4140436
1653,69.9939504,33.6963097
1654,66.5659008,33.2527207
1655,66.8882175,33.4138973
1656,67.9347826,34.057971
1657,65.7815329,33.3735667
1658,67.1893848,33.7756333
1659,65.4008439,34.2977697
1660,66.4457831,34.8192771
1661,67.4894642,34.256472
1662,68.1708785,33.8146811
1663,66.0853879,33.1328924
1664,64.1826923,32.3918269
1665,65.5255255,33.7537538
1666,65.3061224,32.8931573
1667,66.5866827,33.0533893
1668,64.6282974,34.2326139
1669,67.9448772,33.3732774
1670,66.1676647,36.3473054
1671,66.128067,33.1538001
1672,66.6866029,34.5095694
1673,66.7662881,34.6084877
1674,66.1290323,34.1696535
1675,65.1343284,32.9552239
1676,66.2291169,32.1002387
1677,65.4144305,33.9296363
1678,65.4350417,31.2872467
1679,68.9100655,31.6259678
1680,66.6071429,32.8571429
1681,66.9244497,34.0273647
1682,65.4577883,32.8180737
1683,66.8449198,32.9768271
1684,66.5083135,33.2541568
1685,66.7062315,32.8189911
1686,66.9039146,33.2740214
1687,65.2637819,33.787789
1688,65.936019,32.7606635
1689,65.9561871,32.5044405
1690,65.0295858,34.1420118
1691,66.6469545,32.8208161
1692,67.1394799,33.8652482
1693,65.6231542,34.9084465
1694,67.8276269,31.8772137
1695,68.5545723,32.6843658
1696,67.3349057,33.5495283
1697,65.7631114,32.0565704
1698,67.7267373,33.451119
1699,65.6268393,33.1371395
1700,67.2352941,34
1701,66.1963551,34.5091123
1702,66.1574618,33.666275
1703,65.7662948,33.5877863
1704,68.1338028,33.685446
1705,66.3343109,33.9589443
1706,66.4712778,35.1699883
1707,66.3737551,31.5758641
1708,66.2763466,30.971897
1709,69.3387946,35.4008192
1710,68.6549708,31.6374269
1711,65.5756867,35.2425482
1712,64.953271,31.25
1713,66.1996497,33.8003503
1714,67.6196033,32.4387398
1715,67.696793,33.5860058
1716,65.4428904,32.4009324
1717,66.5695981,32.1490973
1718,67.5785797,33.410943
1719,68.353694,31.646306
1720,65.2906977,35.872093
1721,65.3689715,32.7716444
1722,66.8408827,33.3333333
1723,67.7887406,33.3139872
1724,67.4593968,32.7726218
1725,65.9130435,33.6811594
1726,65.99073,32.5608343
1727,67.9791546,33.178923
1728,65.3356481,32.1759259
1729,65.5870445,32.2151533
1730,63.9884393,34.5086705
1731,66.6666667,32.6978625
1732,64.26097,32.0438799
1733,66.474322,32.8909406
1734,66.1476355,34.2560554
1735,66.2247839,32.2766571
1736,69.2396313,31.624424
1737,67.0120898,33.621186
1738,67.0886076,31.5304948
1739,67.7975848,31.7423807
1740,66.4367816,32.8735632
1741,66.6283745,32.9121195
1742,68.0826636,30.9988519
1743,65.3471027,31.8416523
1744,67.2018349,32.4541284
1745,66.1891117,35.243553
1746,66.8957617,32.932417
1747,66.742988,32.5701202
1748,65.2173913,35.4118993
1749,67.1240709,33.7907376
1750,68.4571429,33.4857143
1751,66.1336379,33.9234723
1752,67.6369863,33.7328767
1753,66.970907,32.3445522
1754,65.7924743,33.8084379
1755,64.5014245,34.3019943
1756,67.8246014,31.4920273
1757,66.7046101,33.5230507
1758,68.14562,33.6177474
1759,65.9465605,33.2006822
1760,66.4204545,32.4431818
1761,63.8841567,33.7308348
1762,69.5800227,34.2224745
1763,66.6477595,32.4446965
1764,66.3265306,33.61678
1765,65.4957507,32.4645892
1766,66.3646659,32.9558324
1767,63.7238257,32.4844369
1768,66.6289593,32.1266968
1769,65.4041832,32.673827
1770,66.6666667,33.9548023
1771,67.1372106,33.0321852
1772,66.8171558,32.731377
1773,67.3998872,30.569656
1774,67.1364149,33.6527621
1775,66.4225352,34.5352113
1776,66.2162162,30.9684685
1777,65.8975802,32.3579066
1778,67.0416198,34.7581552
1779,66.6104553,34.5699831
1780,66.4044944,31.7977528
1781,66.0864683,34.6434587
1782,66.8350168,32.6038159
1783,66.292765,34.0998317
1784,67.0403587,32.0067265
1785,64.7058824,33.1092437
1786,66.237402,34.7144457
1787,67.9350867,32.3447118
1788,69.01566,34.0044743
1789,66.0704304,32.9234209
1790,65.9776536,33.0726257
1791,68.3975433,33.3891681
1792,68.9174107,32.7008929
1793,67.3731177,31.9576129
1794,67.3913043,31.8283166
1795,65.7381616,31.3649025
1796,67.7616927,32.6837416
1797,66.722315,34.1124096
1798,66.2958843,32.2024472
1799,65.5364091,32.5180656
1800,68,33.5555556
1801,66.5186008,32.2598556
1802,68.09101,34.2397336
1803,64.2817526,34.3316694
1804,68.1818182,33.3148559
1805,66.8144044,33.0193906
1806,67.6633444,33.4994463
1807,67.73658,33.702269
1808,65.8738938,32.9646018
1809,68.159204,32.8911001
1810,65.801105,33.5911602
1811,65.6543346,33.0756488
1812,66.5562914,35.1545254
1813,63.4859349,33.701048
1814,66.5380375,34.4542448
1815,67.6033058,33.1129477
1816,66.1894273,33.2048458
1817,67.1986791,34.0121079
1818,64.0814081,34.0484048
1819,66.9598681,33.9197361
1820,68.1868132,32.7472527
1821,68.2591982,32.7292696
1822,66.0812294,33.2052689
1823,66.2095447,33.1870543
1824,67.2149123,34.2653509
1825,66.9589041,33.5342466
1826,67.0317634,32.0372399
1827,67.0498084,33.1143952
1828,66.4660832,32.7680525
1829,65.0628759,33.3515582
1830,64.9180328,34.3715847
1831,67.9410158,34.8989623
1832,65.9388646,34.1157205
1833,65.9028914,32.6241135
1834,67.0665213,32.9880044
1835,66.7029973,33.6784741
1836,67.5381264,31.5904139
1837,67.1203048,31.1921611
1838,66.1588683,29.9238303
1839,64.9809679,35.9978249
1840,64.8369565,33.4782609
1841,66.9744704,34.3834872
1842,64.0065147,33.2247557
1843,68.6380901,33.3695062
1844,65.1843818,32.1041215
1845,65.0406504,34.3089431
1846,64.8970748,33.531961
1847,65.7282079,30.9149973
1848,67.478355,33.3333333
1849,67.0632774,33.1530557
1850,67.3513514,35.5675676
1851,67.5850891,33.8735818
1852,67.3866091,33.2073434
1853,67.6200756,33.5132218
1854,65.1564186,34.0884574
1855,66.2533693,33.6927224
1856,66.8103448,33.9439655
1857,68.551427,34.1410878
1858,64.9085038,32.0775027
1859,66.1108123,34.1581495
1860,66.7741935,33.1182796
1861,67.4368619,33.2616873
1862,65.4672395,32.7067669
1863,68.8137413,32.3671498
1864,65.2896996,34.2274678
1865,67.2386059,34.3163539
1866,65.0053591,31.886388
1867,66.3631494,33.7975362
1868,65.6852248,36.8843683
1869,67.094703,32.5842697
1870,67.3262032,33.315508
1871,66.4350615,34.4200962
1872,65.8653846,31.9444444
1873,66.04378,34.1163908
1874,68.1963714,32.3906083
1875,64.6933333,34.4533333
1876,66.1513859,33.3688699
1877,64.6776771,31.8060735
1878,65.228967,34.0788072
1879,66.1522086,32.889835
1880,67.6595745,32.5531915
1881,66.2945242,33.3333333
1882,67.2688629,33.2093518
1883,66.3834307,33.0855019
1884,67.462845,35.2441614
1885,68.3289125,30.8753316
1886,65.5885472,35.4188759
1887,66.7196608,32.9623741
1888,65.9427966,33.0508475
1889,65.9078878,31.8157755
1890,66.4550265,32.2222222
1891,65.6795346,31.0946589
1892,65.3276956,34.4080338
1893,66.1384046,33.2805071
1894,66.842661,32.1013728
1895,66.8601583,32.9287599
1896,66.1392405,32.2257384
1897,66.3152346,34.1591987
1898,65.6480506,34.1412013
1899,67.9304897,32.3328067
1900,67.3684211,33.2631579
1901,65.6496581,33.9821147
1902,65.5099895,32.4921136
1903,65.3179191,34.2616921
1904,66.9642857,32.6680672
1905,66.2992126,32.1784777
1906,65.5299056,33.9979014
1907,66.2821185,32.7739906
1908,67.0859539,34.067086
1909,67.2079623,34.939759
1910,66.0732984,31.4136126
1911,66.5620094,31.5541601
1912,67.207113,33.0543933
1913,66.074229,33.2462101
1914,66.6144201,31.9749216
1915,67.9373368,34.0992167
1916,66.7536534,33.5073069
1917,65.2060511,33.3333333
1918,65.641293,35.5057351
1919,68.9942678,33.298593
1920,66.71875,33.59375
1921,68.1936491,31.2337324
1922,67.7419355,32.4661811
1923,66.9266771,32.5533021
1924,67.3076923,32.9002079
1925,66.2857143,34.2857143
1926,66.1474559,34.423676
1927,65.646082,32.433835
1928,66.1307054,32.9875519
1929,65.5780197,33.281493
1930,67.7202073,33.2642487
1931,66.4940445,33.4023822
1932,66.563147,33.0745342
1933,66.8908432,31.1950336
1934,67.0630817,32.2647363
1935,64.8062016,34.8837209
1936,66.3739669,34.5557851
1937,68.6112545,33.9184306
1938,65.9442724,33.8493292
1939,68.5404848,33.1614234
1940,66.185567,33.8659794
1941,68.6244204,34.0030912
1942,67.8166838,32.5437693
1943,67.3700463,33.5563562
1944,66.255144,32.4588477
1945,67.403599,33.2133676
1946,64.9537513,31.6546763
1947,67.5398048,34.61736
1948,66.9404517,33.8295688
1949,65.6233966,32.9912776
1950,68.3076923,32.7179487
1951,65.7611481,33.9313173
1952,64.7540984,32.2745902
1953,66.1546339,32.3604711
1954,64.4319345,33.2650972
1955,66.3938619,33.8107417
1956,64.9284254,32.0552147
1957,65.815023,32.8564129
1958,64.0960163,34.9846782
1959,66.1562021,32.8228688
1960,66.6326531,33.5204082
1961,67.5675676,33.3503315
1962,66.3098879,33.9449541
1963,66.4798777,35.1502802
1964,67.00611,34.01222
1965,66.5648855,34.351145
1966,66.0732452,34.6388606
1967,68.378241,32.3335028
1968,66.2093496,33.0284553
