Trials,Switch_Win_Percentage,Stay_Win_Percentage
1969,66.9883189,34.4337227
1970,66.2436548,34.0101523
1971,67.1232877,34.906139
1972,66.1257606,34.0263692
1973,68.5757729,34.7187025
1974,66.7173252,31.6616008
1975,68.4556962,33.0632911
1976,66.548583,33.7044534
1977,66.616085,32.5240263
1978,66.8351871,35.2376138
1979,67.5088428,33.451238
1980,66.1616162,34.6969697
1981,66.3301363,33.1145886
1982,66.9525732,33.2996973
1983,66.3640948,34.1401916
1984,66.2298387,35.5846774
1985,68.2115869,34.7607053
1986,66.1127895,33.0312185
1987,64.9723201,32.3100151
1988,65.8953722,33.3501006
1989,67.2197084,32.428356
1990,64.4221106,32.6633166
1991,67.4535409,34.3545957
1992,67.8714859,33.5341365
1993,66.281987,33.2664325
1994,65.2457372,33.4503511
1995,66.2155388,34.5864662
1996,66.6332665,34.9198397
1997,66.5998998,34.5518277
1998,65.6656657,32.8828829
1999,66.2831416,34.7673837
2000,65.1,32.8
2001,68.165917,31.884058
2002,68.1818182,33.4165834
2003,66.0509236,32.1018472
2004,66.5169661,32.3852295
2005,68.3291771,33.6658354
2006,67.4975075,31.6550349
2007,66.0687593,33.6821126
2008,67.0816733,35.0099602
2009,64.9576904,33.1508213
2010,66.318408,34.7263682
2011,66.3848831,32.5708603
2012,65.3578529,32.7037773
2013,65.7724789,33.7804272
2014,65.1439921,32.6713009
2015,68.3870968,33.5483871
2016,66.0714286,34.5238095
2017,66.9806644,32.622707
2018,67.2447968,32.7552032
2019,68.8459633,34.8192174
2020,66.4851485,32.5247525
2021,67.2934191,33.2508659
2022,65.2818991,32.2947577
2023,65.4473554,33.3168562
2024,65.513834,34.1403162
2025,65.382716,34.4691358
2026,66.9792695,33.1688055
2027,68.1302417,32.3137642
2028,63.8067061,33.382643
2029,66.6830951,31.0990636
2030,65.0246305,33.1527094
2031,65.8296406,34.2688331
2032,64.3208661,33.5629921
2033,67.1913428,33.4972946
2034,66.7649951,33.7758112
2035,65.5528256,34.3980344
2036,65.2259332,32.1218075
2037,66.5684831,34.4624448
2038,66.5358194,32.8263003
2039,66.895537,35.3604708
2040,67.1078431,35.0490196
2041,67.22195,33.0230279
2042,65.9157689,35.2105779
2043,65.5408713,34.6059716
2044,67.1722114,31.8982387
2045,66.3080685,33.6430318
2046,66.6177908,29.9608993
2047,67.7576942,33.6101612
2048,65.5761719,32.421875
2049,66.9106881,32.6012689
2050,66.4390244,33.3170732
2051,67.381765,32.4232082
2052,68.1773879,31.5789474
2053,65.7087189,30.1997077
2054,66.0662123,32.6192795
2055,66.2773723,35.1824818
2056,66.2937743,32.3929961
2057,66.9907632,31.6480311
2058,67.2983479,32.4586978
2059,67.1199611,33.997086
2060,65.2427184,34.5631068
2061,67.1033479,32.7510917
2062,67.1193016,33.7536372
2063,68.153175,33.2525448
2064,65.4069767,31.25
2065,67.6513317,32.9297821
2066,67.1829622,34.0755082
2067,66.9085631,32.8495404
2068,66.0541586,33.0270793
2069,65.0072499,34.7510875
2070,65.5555556,33.52657
2071,66.344761,33.99324
2072,66.3610039,33.5907336
2073,67.2455379,32.7544621
2074,66.7791707,34.1851495
2075,65.8795181,35.2289157
2076,66.1368015,32.7071291
2077,67.8863746,32.1617718
2078,65.4956689,33.5418672
2079,64.7907648,31.7941318
2080,67.8365385,33.2692308
2081,66.6025949,34.6468044
2082,66.0902978,32.2286263
2083,65.4824772,31.9731157
2084,66.7946257,32.7255278
2085,67.6258993,33.6211031
2086,67.641419,33.1735379
2087,65.7882127,33.0618112
2088,66.954023,34.7222222
2089,66.3475347,35.6629966
2090,65.9808612,34.4497608
2091,66.7144907,33.5246294
2092,65.917782,33.5086042
2093,66.0296226,32.8714763
2094,67.7172875,32.0916905
2095,67.6372315,32.0763723
2096,66.3167939,32.5381679
2097,68.144969,32.8564616
2098,66.7778837,32.5548141
2099,66.6031444,32.4916627
2100,66.6666667,32.8571429
2101,66.8729177,33.8410281
2102,66.1274976,34.1103711
2103,65.8582977,32.8578222
2104,68.108365,35.0285171
2105,65.3206651,32.5890736
2106,64.3874644,34.4729345
2107,67.2520171,32.7954438
2108,66.6034156,34.3927894
2109,64.2010431,32.859175
2110,67.5829384,32.0379147
2111,65.2297489,33.8702037
2112,67.3768939,33.7121212
2113,67.1557028,33.8381448
2114,67.6915799,32.0719016
2115,65.106383,34.2789598
2116,66.020794,33.6011342
2117,67.4067076,32.0736892
2118,67.8942398,33.8054769
2119,66.446437,34.7805569
2120,68.1132075,33.8679245
2121,66.2423385,33.1918906
2122,66.6823751,33.2233742
2123,67.687235,33.4903439
2124,66.3841808,33.5216573
2125,68,34.3058824
2126,68.7206021,33.9134525
2127,68.5472496,33.4273625
2128,66.5883459,33.0827068
2129,66.087365,33.0671677
2130,64.7887324,32.5352113
2131,66.8700141,31.3937119
2132,67.1669794,32.3639775
2133,65.8227848,32.5832161
2134,67.9943768,33.4582943
2135,64.4496487,33.0679157
2136,66.994382,31.9756554
2137,66.12073,32.0542817
2138,67.0252572,33.8166511
2139,65.5913978,34.3151005
2140,65.8878505,33.271028
2141,67.0247548,31.4339094
2142,65.0793651,31.372549
2143,67.3821745,32.1511899
2144,68.5634328,34.7481343
2145,66.5268065,33.1002331
2146,66.9617894,34.7157502
2147,68.8402422,32.6967862
2148,66.6201117,33.2402235
2149,65.5653792,33.5504886
2150,67.1162791,33.7209302
2151,68.3403068,32.6824733
2152,67.8438662,33.1784387
2153,66.5582908,32.7914538
2154,66.8523677,33.2404828
2155,65.4756381,33.8283063
2156,65.7699443,32.7922078
2157,67.1302735,32.0352341
2158,65.291937,34.5690454
2159,66.6975452,34.2288096
2160,66.2037037,32.7777778
2161,67.283665,33.0402591
2162,67.1137835,34.3663275
2163,66.6204346,35.5987055
2164,66.3123845,35.25878
2165,66.6512702,31.5935335
2166,67.3130194,32.6869806
2167,65.6668205,32.7180434
2168,65.7287823,34.2250923
2169,68.0036883,32.6417704
2170,68.8940092,33.2258065
2171,66.9737448,32.6116997
2172,67.4033149,33.6556169
2173,68.3847216,34.8366314
2174,64.9034039,33.3486661
2175,66.3448276,33.3333333
2176,66.40625,34.2371324
2177,68.3509417,33.8998622
2178,67.8604224,34.8943985
2179,66.1312529,30.3809087
2180,68.7614679,34.6330275
2181,66.8042182,33.7001376
2182,68.0109991,32.9514207
2183,65.4603756,30.8291342
2184,67.1703297,33.5164835
2185,66.6361556,33.4553776
2186,67.063129,33.6230558
2187,67.9012346,32.6474623
2188,65.630713,32.5411335
2189,67.9762449,33.4856099
2190,64.8401826,34.3835616
2191,66.5449566,33.5919671
2192,66.879562,33.1660584
2193,65.9826721,35.2029184
2194,65.5879672,33.4092981
2195,66.5148064,33.7129841
2196,65.3460838,33.287796
2197,65.9535731,33.9098771
2198,67.288444,34.3949045
2199,66.6666667,33.9699864
2200,67.8636364,33.5
2201,66.1517492,34.7569287
2202,66.9391462,33.6966394
2203,66.364049,32.2287789
2204,66.2431942,33.030853
2205,64.8072562,33.5147392
2206,66.7271079,33.3635539
2207,67.46715,32.2609878
2208,66.0778986,31.0688406
2209,66.9533726,34.2236306
2210,65.9728507,31.8099548
2211,66.2143826,31.8860244
2212,68.0831826,33.2278481
2213,66.9227293,32.9868956
2214,65.266486,34.4173442
2215,66.6365688,32.5959368
2216,67.3285199,33.7093863
2217,65.8547587,34.7316193
2218,67.8539225,33.2732191
2219,66.7417756,31.2753493
2220,66.2162162,30.9009009
2221,67.7172445,34.4439442
2222,64.9864986,33.6183618
2223,67.431399,33.1533963
2224,65.2877698,34.4874101
2225,66.7865169,32.2247191
2226,66.9362084,34.2318059
2227,65.648855,32.779524
2228,65.0807899,34.2459605
2229,67.294751,35.2624495
2230,66.0089686,32.735426
2231,66.0690273,34.6929628
2232,67.5179211,31.6756272
2233,66.8159427,32.6466637
2234,68.3974933,34.0196956
2235,66.6666667,34.3176734
2236,67.9785331,35.509839
2237,66.3388467,33.7505588
2238,66.1751564,32.7971403
2239,65.5649844,33.0058062
2240,66.0714286,32.4107143
2241,66.7559125,33.8241856
2242,67.4397859,33.1846566
2243,67.3205528,33.2144449
2244,67.0231729,33.6452763
2245,65.9242762,33.0957684
2246,66.4292075,32.3241318
2247,66.8891856,33.4223409
2248,67.9270463,33.9412811
2249,65.1845265,34.3708315
2250,66.4444444,33.0222222
2251,68.0142159,29.7645491
2252,67.2735346,32.7264654
2253,67.9094541,35.1087439
2254,67.3469388,32.2981366
2255,67.1840355,34.8115299
2256,67.0212766,33.3333333
2257,65.9282233,33.0084183
2258,66.0318866,33.0823738
2259,68.4373617,31.9167773
2260,66.5044248,33.8495575
2261,67.9787705,32.8173375
2262,64.9867374,31.6976127
2263,67.2558551,33.7604949
2264,65.7685512,33.8780919
2265,67.0198675,34.7461369
2266,68.3142101,33.4951456
2267,68.4164094,34.0979268
2268,66.0934744,33.5097002
2269,67.4746584,33.230498
2270,66.9603524,34.4493392
2271,65.3456627,33.113166
2272,67.7816901,34.4630282
2273,65.6401232,33.4359877
2274,66.4907652,32.5417766
2275,67.1208791,35.7802198
2276,67.0035149,34.2267135
2277,65.393061,35.4413702
2278,65.0570676,32.1334504
2279,66.3448881,32.6458973
2280,67.7631579,34.2982456
2281,67.2512056,33.7571241
2282,65.9509202,33.6546889
2283,65.2650022,34.7787998
2284,65.4553415,34.2381786
2285,67.0459519,33.0415755
2286,66.7104112,33.2020997
2287,65.0196764,34.5430695
2288,67.9632867,34.222028
2289,66.3608563,33.6391437
2290,64.4978166,31.7467249
2291,67.3068529,35.2247927
2292,65.8813264,35.1657941
2293,65.242041,34.670737
2294,64.516129,34.9171752
2295,67.1895425,30.3267974
2296,67.5958188,34.3641115
2297,67.3922508,33.6525903
2298,67.5369887,34.899913
2299,63.8538495,32.492388
2300,68,32.826087
2301,68.5354194,31.6818774
2302,65.8557776,33.1885317
2303,66.391663,33.0004342
2304,66.5798611,33.5503472
2305,64.2516269,33.9696312
2306,63.7901127,33.0008673
2307,66.449935,32.9432163
2308,66.2911612,32.8856153
2309,66.3057601,32.9146817
2310,65.6277056,33.5930736
2311,67.0705322,33.0592817
2312,65.700692,33.4342561
2313,65.6722871,32.9874622
2314,66.6378565,34.9611063
2315,66.6090713,33.9956803
2316,66.3644214,33.074266
2317,66.6810531,32.4557618
2318,66.1777394,35.5910267
2319,66.3216904,33.6351876
2320,67.3706897,34.3103448
2321,67.5570875,32.4859974
2322,67.4849268,34.5391904
2323,65.863108,32.7163151
2324,65.8347676,33.8209983
2325,68,33.6774194
2326,67.755804,33.5339639
2327,66.8242372,32.5741298
2328,66.6237113,32.6030928
2329,66.1227995,32.6320309
2330,65.8798283,33.304721
2331,66.7095667,34.2342342
2332,65.5231561,33.7478559
2333,66.3094728,34.5477925
2334,68.3376178,33.2904884
2335,66.3811563,34.3897216
2336,68.7071918,34.0753425
2337,67.1373556,33.1621737
2338,68.3490163,33.1479897
2339,64.5575032,33.0055579
2340,66.8376068,34.1025641
2341,67.407091,33.4472448
2342,66.6524338,34.0734415
2343,66.9654289,33.2479727
2344,66.6808874,34.7269625
2345,66.3113006,33.8592751
2346,65.9846547,32.7365729
2347,65.2748189,33.1060929
2348,67.5894378,31.9846678
2349,67.9863772,33.9719029
2350,67.0638298,33.4893617
2351,67.6307954,33.0923011
2352,65.7738095,33.8435374
2353,66.8083298,32.1291968
2354,66.6525064,33.0076466
2355,66.9214437,32.611465
2356,66.8081494,34.5925297
2357,68.3071701,33.5171829
2358,66.3273961,33.8422392
2359,68.5036032,32.1322594
2360,67.6694915,31.8644068
2361,67.2172808,35.7052097
2362,67.6968671,33.61558
2363,66.2293694,33.8129496
2364,66.7935702,32.9526227
2365,65.4545455,34.2071882
2366,66.5257819,33.1360947
2367,66.2019434,32.3193916
2368,66.4695946,32.4324324
2369,66.5681722,33.6850992
2370,68.3544304,32.5738397
2371,65.3732602,32.6866301
2372,66.9055649,34.317032
2373,66.6245259,31.8584071
2374,67.4810447,35.2569503
2375,64.7578947,32.4631579
2376,66.2037037,33.4175084
2377,67.1013883,34.4551956
2378,68.2506308,33.7678722
2379,65.7419084,33.6275746
2380,66.4285714,32.5630252
2381,67.198656,32.1713566
2382,67.2963896,34.9706129
2383,67.6458246,33.025598
2384,67.3657718,32.2567114
2385,66.6666667,34.129979
2386,65.1299246,32.2296731
2387,67.5324675,33.9338081
2388,65.9547739,32.0351759
2389,68.7735454,34.1146923
2390,67.6987448,33.5983264
2391,66.6248432,33.0823923
2392,66.1789298,33.8210702
2393,66.4020059,34.9352277
2394,67.2932331,33.3751044
2395,67.5156576,33.9457203
2396,64.6911519,32.0116861
2397,68.5440134,32.8744264
2398,66.8473728,33.4862385
2399,64.8186744,31.2213422
2400,66.5,35
2401,66.6389005,32.9862557
2402,68.0682764,34.346378
2403,66.3753641,33.1668747
2404,66.8885191,32.3211314
2405,65.7380457,33.9293139
2406,66.7082294,32.0448878
2407,67.0544246,34.1919402
2408,65.6146179,32.9318937
2409,65.6288917,34.6616853
2410,66.8049793,32.7385892
2411,65.9477395,33.7204479
2412,65.7545605,33.5820896
2413,67.8823042,32.3249068
2414,66.4043082,34.092792
2415,66.9565217,32.2981366
2416,64.7764901,33.8990066
2417,66.1977658,33.1402565
2418,67.783292,33.0024814
2419,69.6982224,32.3687474
2420,65.7024793,32.9338843
2421,66.4188352,34.118133
2422,66.8868704,32.9892651
2423,67.2307057,32.6454808
2424,64.8927393,32.0132013
2425,65.9793814,34.0618557
2426,66.1582852,33.0173124
2427,66.460651,31.5615987
2428,66.7215815,33.0724876
2429,64.8003294,33.9234253
2430,65.3909465,31.3168724
2431,67.7087618,34.1834636
2432,66.2417763,32.3601974
2433,67.5709001,33.0867242
2434,67.5020542,32.9909614
2435,68.3367556,31.8275154
2436,66.5024631,33.9490969
2437,67.4189577,34.7558474
2438,67.4733388,32.485644
2439,67.0356704,32.6363264
2440,64.795082,33.852459
2441,66.1204424,34.8217943
2442,67.1171171,33.2923833
2443,67.0896439,33.4424887
2444,65.9983633,33.6743044
2445,68.0163599,33.0470348
2446,67.0891251,32.0932134
2447,66.0809154,33.7147528
2448,66.870915,33.9869281
2449,65.5777869,32.0130666
2450,67.1428571,34.3673469
2451,66.9930641,33.8637291
2452,66.3539967,32.0146819
2453,65.3485528,34.529148
2454,67.1149144,33.9445803
2455,66.8839104,33.2790224
2456,65.4723127,33.8762215
2457,66.0968661,33.5368335
2458,66.5174939,34.1741253
2459,67.954453,33.8348922
2460,68.1707317,33.699187
2461,67.5741568,33.3197887
2462,65.962632,34.8090983
2463,66.4230613,34.5107592
2464,66.8831169,33.1574675
2465,66.3691684,33.2251521
2466,67.7210057,33.7793998
2467,67.0044589,33.8062424
2468,67.1393841,32.2123177
2469,64.8035642,33.5763467
2470,67.0850202,34.6153846
2471,66.8959935,34.0752732
2472,66.3430421,34.0614887
2473,68.4997978,34.6138294
2474,66.5319321,33.5489086
2475,66.3434343,32.5656566
2476,66.6397415,32.5928918
2477,67.0569237,33.7908761
2478,67.756255,35.4317998
2479,66.922146,34.5703913
2480,66.6129032,32.0967742
2481,66.465135,33.0108827
2482,67.2038678,32.8767123
2483,66.7337898,33.5884011
2484,66.9082126,33.1320451
2485,66.3581489,34.0040241
2486,66.0498793,33.5478681
2487,66.3047849,32.1270607
2488,66.4790997,33.4807074
2489,66.4523905,33.0654881
2490,66.9879518,33.253012
2491,68.2456845,33.4403854
2492,64.5666132,33.7078652
2493,67.8299238,33.1327718
2494,67.361668,34.0817963
2495,66.7735471,34.1482966
2496,66.9070513,31.3701923
2497,67.0004005,32.1986384
2498,66.9335468,32.1457166
2499,66.5866347,33.7735094
2500,67.2,32.8
2501,67.6129548,32.7069172
2502,66.4268585,33.1334932
2503,67.0795046,34.9980024
2504,67.2923323,33.985623
2505,65.2694611,32.7345309
2506,66.6799681,31.2051077
2507,67.5708018,35.0219386
2508,66.5470494,33.5326954
2509,64.9262654,33.4794739
2510,66.1752988,31.2350598
2511,67.1445639,33.6917563
2512,67.1178344,34.3152866
2513,65.7381616,32.2323916
2514,66.5075577,33.7311058
2515,67.0775348,34.473161
2516,67.1701113,32.8696343
2517,67.8982916,33.8498212
2518,67.0373312,33.8760921
2519,66.0579595,33.5053593
2520,67.2222222,33.3333333
2521,65.0535502,33.1614439
2522,68.3187946,31.9191118
2523,66.5477606,32.7784384
2524,65.9270998,33.9144216
2525,65.5445545,33.2673267
2526,67.0625495,33.7688044
2527,64.8595172,32.3308271
2528,65.9810127,33.7025316
2529,66.3898774,33.293792
2530,65.1383399,32.2134387
2531,67.5227183,34.5713157
2532,65.2448657,32.7409163
2533,66.2060797,33.6754836
2534,65.824783,32.7545383
2535,68.4418146,33.0966469
2536,65.9305994,33.2807571
2537,65.9046117,33.9771384
2538,64.5784082,31.7178881
2539,65.8133123,32.8081922
2540,64.8425197,33.8188976
2541,66.7847304,33.4513971
2542,67.3485445,32.8874902
2543,67.9512387,33.0318521
2544,65.5267296,33.4512579
2545,66.5225933,33.5559921
2546,67.3605656,32.6787117
2547,69.4935218,32.9799764
2548,65.6593407,33.3594976
2549,66.3789721,33.1894861
2550,64.3137255,33.8823529
2551,67.3069385,33.0066641
2552,66.1833856,33.7382445
2553,68.0767724,31.9232276
2554,65.8574785,31.6366484
2555,66.5753425,33.8551859
2556,67.2535211,33.4898279
2557,67.1098944,34.9237388
2558,66.8881939,33.6200156
2559,66.5494334,33.724111
2560,65.4296875,32.890625
2561,68.0203046,32.4873096
2562,67.7595628,33.6065574
2563,65.2750683,34.4127975
2564,65.9126365,34.0873635
2565,66.5497076,34.0740741
2566,65.0818394,33.7879969
2567,68.4846124,33.7748344
2568,66.1993769,34.5015576
2569,67.0688984,33.3203581
2570,67.1984436,33.8910506
2571,66.705562,31.9719953
2572,65.5132193,32.192846
2573,66.6148465,34.8231636
2574,65.6177156,32.5951826
2575,65.9417476,32.8932039
2576,67.4301242,34.3944099
2577,65.9293752,31.2378735
2578,67.3002327,31.5748642
2579,66.4986429,32.9972858
2580,65.9689922,32.8294574
2581,66.6020922,33.0104611
2582,66.8861348,33.5398916
2583,68.1378242,33.8753388
2584,67.6857585,33.9783282
2585,65.8027079,34.0425532
2586,68.058778,33.3720031
2587,67.1820642,33.1658291
2588,66.6537867,31.5301391
2589,66.1645423,32.9857088
2590,67.8378378,31.6216216
2591,66.3836357,33.5391741
2592,67.0524691,34.220679
2593,67.0651755,33.5518704
2594,67.617579,33.5774865
2595,65.7803468,33.8728324
2596,66.1787365,31.972265
2597,67.4624567,35.2714671
2598,64.9345651,32.7559661
2599,66.2947287,32.0123124
2600,66.4615385,33.8461538
2601,65.8592849,33.4486736
2602,66.4104535,32.4365872
2603,67.8832117,34.7291587
2604,66.1290323,34.1781874
2605,66.5642994,31.8234165
2606,66.9608596,33.6914812
2607,66.0912927,31.837361
2608,66.8328221,34.6242331
2609,67.037179,33.1544653
2610,66.7816092,32.2988506
2611,67.5603217,34.9291459
2612,67.7641654,33.1163859
2613,66.5135859,32.0704171
2614,65.876052,33.2058148
2615,67.3804971,32.6959847
2616,66.8577982,31.9954128
2617,65.8387467,32.4417272
2618,65.4316272,33.8808251
2619,66.9339443,32.1496754
2620,67.3282443,34.4274809
2621,66.1198016,33.0408241
2622,67.0480549,33.5240275
2623,66.6412505,33.0918795
2624,65.8917683,33.7652439
2625,65.6761905,32.4952381
2626,66.8316832,34.3488195
2627,67.795965,35.5157975
2628,67.3896499,32.0776256
2629,66.3370103,34.385698
2630,66.9201521,33.8403042
2631,67.8449259,34.6256176
2632,66.9452888,34.156535
2633,67.4895556,34.9791113
2634,65.2999241,32.4221716
2635,65.8444023,33.8899431
2636,66.2746586,32.8528073
2637,68.14562,34.8502086
2638,65.0492798,33.8514026
2639,65.3277757,35.1648352
2640,68.030303,32.7272727
2641,66.755017,34.5702385
2642,64.5344436,33.4973505
2643,66.7423383,33.8630344
2644,65.9228442,35.3252648
2645,65.1039698,32.2873346
2646,67.4225246,34.3915344
2647,67.8503967,32.0362675
2648,67.8247734,33.6102719
2649,64.4394111,32.2008305
2650,65.1698113,34.0754717
2651,67.8611845,31.9124859
2652,65.5731523,33.7104072
2653,66.2646061,32.7930645
2654,67.2192916,32.5546345
2655,68.3615819,33.4086629
2656,67.2439759,33.7725904
2657,67.1810312,33.797516
2658,66.7419112,34.7253574
2659,66.3031215,32.1549455
2660,66.1278195,34.5864662
2661,65.4265314,33.7842916
2662,66.3035312,32.4567994
2663,64.6639129,33.6462636
2664,66.8543544,32.8828829
2665,67.9924953,32.4953096
2666,65.7914479,34.8462116
2667,67.191601,33.5958005
2668,65.8170915,33.6581709
2669,66.8415137,35.0318471
2670,67.0786517,32.8089888
2671,66.4170723,33.5454886
2672,66.991018,31.8113772
2673,67.8638234,33.4455668
2674,66.0807779,31.9371728
2675,65.9065421,34.9906542
2676,65.3587444,33.2212257
2677,67.2394471,34.7030258
2678,67.6624347,31.7401046
2679,68.7196715,33.1093692
2680,66.6044776,33.880597
2681,66.0201417,33.4576651
2682,67.300522,34.601044
2683,66.0827432,32.5382035
2684,67.6602086,32.1162444
2685,66.443203,33.4823091
2686,66.1950856,32.8741623
2687,67.919613,33.1224414
2688,68.4895833,33.7053571
2689,65.7121607,32.9490517
2690,67.9182156,31.598513
2691,65.9606094,33.853586
2692,67.013373,32.3551263
2693,67.6940215,31.3405124
2694,67.0378619,32.0712695
2695,65.9369202,32.4675325
2696,66.8026706,32.7522255
2697,66.2217278,34.7793845
2698,67.1237954,34.0622683
2699,65.950352,33.0863283
2700,66.8148148,34.2962963
2701,66.2717512,33.5061088
2702,66.8393782,34.0118431
2703,66.8146504,32.5194229
2704,67.1227811,33.1360947
2705,66.9131238,32.9759704
2706,65.1145602,32.3355506
2707,66.3095678,33.9859623
2708,66.1004431,35.4874446
2709,64.8578811,35.5481728
2710,67.195572,32.398524
2711,66.9863519,34.1940243
2712,66.3348083,34.0707965
2713,67.2318467,33.2473277
2714,67.5386883,34.5615328
2715,65.4880295,33.7384899
2716,67.3048601,34.0206186
2717,66.2127346,33.1615753
2718,68.0647535,34.3267108
2719,66.2008091,33.6152997
2720,66.1029412,32.4264706
2721,67.7692025,32.6350606
2722,67.5238795,34.0191036
2723,65.9933896,34.3738524
2724,66.9236417,33.2966226
2725,67.0458716,34.5688073
2726,66.1775495,33.9691856
2727,65.383205,33.406674
2728,64.6260997,33.5777126
2729,66.2147307,34.0417735
2730,65.4212454,33.4065934
2731,66.4225558,34.27316
2732,67.7891654,34.8462665
2733,65.7885108,34.3212587
2734,65.7278713,34.784199
2735,68.2998172,34.4058501
2736,67.6535088,33.8815789
2737,65.6192912,33.576909
2738,67.0562454,33.2359386
2739,66.7761957,33.7714494
2740,66.4963504,32.4817518
2741,66.4356074,33.6008756
2742,66.7760759,33.4427425
2743,66.022603,32.0087495
2744,66.8731778,32.0335277
2745,66.557377,33.2604736
2746,66.0233066,33.9402768
2747,67.5282126,34.8016017
2748,66.6302766,34.2430859
2749,65.4419789,31.2841033
2750,67.0181818,34.0363636
2751,66.8847692,32.6790258
2752,66.2790698,33.3938953
2753,67.4900109,32.8005812
2754,67.5381264,34.3137255
2755,66.6061706,32.4863884
2756,67.4528302,34.9419448
2757,66.9205658,33.297062
2758,67.0050761,33.6475707
2759,66.727075,33.6716202
2760,66.2681159,34.0217391
2761,68.0912713,34.5164795
2762,67.8855902,32.0419986
2763,66.2685487,32.9352153
2764,67.7279305,34.3704776
2765,65.4249548,34.6112116
2766,66.9197397,33.3333333
2767,68.0159017,33.7549693
2768,67.9913295,34.5736994
2769,65.7638137,33.7667028
2770,64.2960289,33.5018051
2771,66.4020209,32.6957777
2772,67.8571429,34.7402597
2773,65.4525784,32.7082582
2774,67.3395818,33.1290555
2775,69.2972973,33.8378378
2776,67.4711816,33.9337176
2777,66.8347137,31.9049334
2778,68.1785457,33.0813535
2779,65.958978,33.7891328
2780,67.1942446,33.8489209
2781,66.9902913,33.045667
2782,65.4924515,34.1121495
2783,67.3014732,32.4110672
2784,66.3074713,33.1537356
2785,65.7809695,33.967684
2786,66.2957645,34.350323
2787,67.4560459,32.9386437
2788,65.4591105,34.0028694
2789,66.5830047,31.9469344
2790,67.4193548,32.0071685
2791,66.2844858,33.464708
2792,65.2936963,34.3839542
2793,67.3469388,33.4407447
2794,66.607015,32.5697924
2795,66.5474061,32.2719141
2796,66.9885551,33.7625179
2797,66.8930997,32.4633536
2798,67.7269478,33.1665475
2799,67.9171133,32.7974277
2800,66.1428571,32.2857143
2801,66.0121385,33.02392
2802,67.8443969,33.226267
2803,67.7488405,34.4987513
2804,66.1554922,32.0970043
2805,65.9180036,33.5115865
2806,67.7120456,33.5709195
2807,65.6216601,34.5920912
2808,67.2008547,33.4757835
2809,67.6397294,33.8554646
2810,65.9786477,32.0640569
2811,65.7773035,33.1198862
2812,68.5277383,32.859175
2813,67.3658016,32.7408461
2814,67.5195451,33.8308458
2815,64.5825933,33.8188277
2816,66.015625,33.3806818
2817,68.0156195,31.4873979
2818,67.246274,33.6763662
2819,66.7967364,34.3384179
2820,67.0567376,32.5177305
2821,68.2736618,33.2151719
2822,67.8242381,33.9829908
2823,66.59582,32.4831739
2824,66.2889518,33.5339943
2825,65.699115,32.2831858
2826,65.4989384,35.0318471
2827,66.2893527,32.8616908
2828,66.6548798,33.1683168
2829,64.5104277,33.1212443
2830,67.3144876,33.639576
2831,65.2772872,34.0868951
2832,66.1723164,32.1680791
2833,66.8196258,35.4747617
2834,66.3373324,34.5800988
2835,67.0546737,34.0740741
2836,66.854725,34.7320169
2837,64.7514981,34.0500529
2838,65.6095842,32.8047921
2839,66.7488552,33.4272631
2840,65.5633803,31.584507
2841,66.5258712,33.1221401
2842,66.6080225,31.6678395
2843,66.2680267,34.0133662
2844,65.8227848,32.8059072
2845,66.3620387,32.2319859
2846,67.0414617,33.9775123
2847,66.4207938,34.7031963
2848,66.7837079,34.0238764
2849,66.5145665,32.0814321
2850,66.5614035,32.245614
2851,66.3276043,34.6895826
2852,65.3927069,33.2748948
2853,66.5615142,31.405538
2854,66.6433076,33.0413455
2855,67.0052539,33.9404553
2856,66.9117647,32.0378151
2857,65.8382919,33.8816941
2858,67.3198041,32.8551435
2859,66.7366212,31.3396292
2860,66.9230769,33.1818182
2861,65.6763369,32.4711639
2862,64.8497554,33.8923829
2863,67.1323786,34.1599721
2864,66.5502793,33.8337989
2865,66.1431065,33.6474695
2866,66.8876483,31.4724355
2867,66.6899198,31.356819
2868,66.0390516,32.4267782
2869,66.5040084,33.4262809
2870,68.1881533,32.4041812
2871,66.2138628,31.9400906
2872,66.2604457,33.2172702
2873,66.8290985,30.4907762
2874,66.4926931,33.368128
2875,66.6086957,34.2608696
2876,66.7941586,32.0584145
2877,66.2148071,32.8119569
2878,65.913829,33.6344684
2879,65.8214658,32.7891629
2880,66.9791667,33.75
2881,65.8104825,33.0440819
2882,66.4469119,32.9285219
2883,65.0364204,33.6455082
2884,65.9500693,34.0152566
2885,66.3084922,33.5528596
2886,67.5675676,31.5315315
2887,67.5788015,33.1832352
2888,65.8933518,32.9639889
2889,66.5628245,33.1948771
2890,66.6435986,34.7058824
2891,67.2085783,34.4171567
2892,66.5629322,34.8547718
2893,65.9177325,31.7663325
2894,68.0718728,32.3773324
2895,67.4956822,33.7823834
2896,68.4046961,35.0483425
2897,65.1708664,34.1042458
2898,66.2870945,32.2636301
2899,66.1607451,34.3221801
2900,66.3448276,33.7931034
2901,66.4598414,33.3333333
2902,65.8166782,32.5292901
2903,67.4474681,33.8615226
2904,67.4586777,32.6446281
2905,66.7814114,31.7039587
2906,67.5843083,34.273916
2907,65.5314757,32.0949432
2908,65.9215956,34.6629986
2909,65.9676865,33.7229288
2910,67.0790378,32.4054983
2911,66.5407077,32.5661285
2912,65.3502747,34.1346154
